Input,Classification,flag,username,timestamp
muy bien,C:\Users\ernes\OneDrive\Escritorio\Development\Data Sciende Bootcamp\9.Proyecto\City Crawler\citycrawler\assets\flagged\Classification\tmptmlwp9tx.json,,,2023-04-20 09:55:37.942907
